date,start,high,low,volume,close
1999-02-22,81205,81205,79151,390357,80227
1999-02-23,80814,81205,76901,489420,79738
1999-02-24,79346,81890,78955,450797,80227
1999-02-25,79249,83358,78857,428566,82184
1999-02-26,83162,84825,82673,444970,84336
1999-03-02,85217,85608,82869,419963,82869
1999-03-03,83162,84532,81792,346979,82086
1999-03-04,82086,82086,80521,218289,80814
1999-03-05,80227,82184,79836,260752,81010
1999-03-08,82673,85804,82379,425791,85021
1999-03-09,85021,85608,84238,464166,85608
1999-03-10,85412,85412,82184,312011,83358
1999-03-11,82673,85608,82184,685802,84532
1999-03-12,85804,85804,84434,349850,85804
1999-03-15,85804,86391,84434,416435,84923
1999-03-16,85021,85804,84825,297728,85315
1999-03-17,87565,88054,85608,398828,86097
1999-03-18,86782,90011,86195,606874,86782
1999-03-19,88054,94707,87956,1298440,92652
1999-03-22,93924,101262,92065,1575773,97349
1999-03-23,97838,99795,96175,641837,96859
1999-03-24,96859,96859,94218,580796,94609
1999-03-25,94707,96859,92065,620630,92946
1999-03-26,92946,94805,90989,471650,90989
1999-03-29,86782,91381,86782,605308,90500
1999-03-30,92848,94120,91968,509939,92946
1999-03-31,91283,93142,91283,321202,92946
1999-04-01,93044,94414,91968,388500,93924
1999-04-02,93924,96859,93239,272639,93924
1999-04-06,93924,96370,92750,508559,92946
1999-04-07,92946,97740,92163,1160590,95881
1999-04-08,95392,96762,93924,462018,95098
1999-04-09,96664,96859,93337,531670,96664
1999-04-12,96664,96664,92946,528800,93631
1999-04-13,93729,94707,93142,370175,93337
1999-04-14,95783,95783,91968,541010,91968
1999-04-15,92946,95392,92946,434226,94120
1999-04-16,94218,105665,94218,1179779,97838
1999-04-19,103219,109089,100773,1238429,108600
1999-04-20,108600,111535,102730,735432,104686
1999-04-21,102730,104197,97349,662461,97349
1999-04-22,97838,98816,95294,928226,97642
1999-04-23,97642,104686,97055,588279,99795
1999-04-26,99795,101751,96370,941633,98816
1999-04-27,98816,101751,95392,1090788,96272
1999-04-28,95881,97740,95490,608370,96272
1999-04-29,95881,95881,90989,739553,90989
1999-04-30,90891,90891,87858,1128711,89424
1999-05-03,89913,90011,88543,435785,89228
1999-05-04,89522,91478,88054,554765,88054
1999-05-06,89032,93924,88739,1127199,90794
1999-05-07,92750,96370,92261,964737,93337
1999-05-10,93533,96370,92261,504842,95979
1999-05-11,95881,95881,91381,647789,91478
1999-05-12,90989,91381,87271,942356,90500
1999-05-13,92000,92500,89700,580832,89900
1999-05-14,91500,96500,91000,816407,94000
1999-05-17,92000,93000,90400,579474,90400
1999-05-18,91100,92900,90300,359949,91500
1999-05-19,92400,92400,88700,809870,89000
1999-05-20,89500,89900,83500,1151610,84200
1999-05-21,83700,84900,78900,1180860,84900
1999-05-24,81000,83400,81000,826890,81300
1999-05-25,80300,83500,80100,548914,82000
1999-05-26,81900,83600,80700,748059,82900
1999-05-27,83000,86200,82900,803200,83000
1999-05-28,83000,84000,82100,539161,82500
1999-05-31,82300,84000,82200,435717,82900
1999-06-01,82000,86300,81300,962093,85300
1999-06-02,86700,93000,86500,1306585,90300
1999-06-03,92000,92300,88100,994982,91000
1999-06-04,91000,96000,91000,1042697,95000
1999-06-07,98000,102000,96800,1155707,102000
1999-06-08,102000,102500,98100,957041,99500
1999-06-09,97000,98000,91500,726697,91500
1999-06-10,93400,105000,93100,2087601,105000
1999-06-11,105000,115500,102500,1969349,109000
1999-06-14,106000,106000,100000,870005,104500
1999-06-15,100000,108500,100000,1104861,103000
1999-06-16,104000,115000,104000,1557300,114000
1999-06-17,117000,129500,115000,2292345,115000
1999-06-18,118000,123000,116000,1631519,119000
1999-06-21,122000,129000,122000,1136161,129000
1999-06-22,127500,130000,124000,998475,128000
1999-06-23,125000,129500,124000,956212,124000
1999-06-24,125000,128000,124000,852441,124000
1999-06-25,120000,125000,119000,832874,125000
1999-06-28,124500,134000,124500,1216380,131000
1999-06-29,130000,130500,127000,901702,127000
1999-06-30,127000,133500,122000,1642272,127000
1999-07-01,129000,134000,127500,1064785,133000
1999-07-02,133000,145000,130500,1533313,141000
1999-07-05,145000,151500,139500,1227350,151000
1999-07-06,150000,173500,148500,1323518,172000
1999-07-07,169000,170000,158500,2116561,161500
1999-07-08,162500,167500,151500,1756683,160000
1999-07-09,160000,160000,152000,1393425,157000
1999-07-12,156000,159000,149500,1090993,149500
1999-07-13,146500,162500,146500,1627833,156500
1999-07-14,157500,162000,155000,1251715,157000
1999-07-15,160000,169500,158500,1447788,168000
1999-07-16,169000,177000,169000,1388163,172500
1999-07-19,180000,181000,168000,1148678,173000
1999-07-20,173000,178000,171000,1030892,171000
1999-07-21,168500,169000,158000,1186533,166500
1999-07-22,164500,173000,164000,1157303,172000
1999-07-23,170000,170000,150000,1180685,156000
1999-07-26,156000,163000,153000,1212761,158500
1999-07-27,161500,170000,160000,910512,168500
1999-07-28,170500,187500,169500,1952152,178000
1999-07-29,185000,198000,178500,1661889,197000
1999-07-30,197000,204000,187000,1945800,189000
1999-08-02,188500,193000,181500,1155480,187500
1999-08-03,190000,196000,186500,873906,194500
1999-08-04,194500,196000,190000,673348,190000
1999-08-05,186000,190000,181000,824200,183000
1999-08-06,183000,187000,174000,753170,177000
1999-08-09,177000,186500,174500,774547,180000
1999-08-10,182000,200000,180000,1108673,200000
1999-08-11,195000,197000,185000,958530,185500
1999-08-12,190000,193000,186500,740069,190000
1999-08-13,185000,189000,180500,719845,185000
1999-08-16,184000,194500,182000,700220,190000
1999-08-17,191000,193500,183000,759830,184000
1999-08-18,180000,188000,177000,695577,184000
1999-08-19,186000,188000,178000,509661,178000
1999-08-20,178000,178000,173000,529333,176000
1999-08-23,179500,187000,178000,674482,185000
1999-08-24,190000,194000,186500,794226,192500
1999-08-25,192500,202500,192500,1126957,199500
1999-08-26,202000,217500,198500,1429694,212000
1999-08-27,215000,233000,211000,1298826,224000
1999-08-30,226000,231000,217000,879129,217000
1999-08-31,213000,224500,213000,1086024,224000
1999-09-01,230000,234000,218000,1506536,218500
1999-09-02,214500,228000,213500,1188782,225000
1999-09-03,228000,244500,223000,1819980,241000
1999-09-06,249000,252000,241000,1342907,245000
1999-09-07,245000,248000,240000,948415,241000
1999-09-08,239000,244500,235000,1279528,238000
1999-09-09,238000,241000,231000,1093878,238000
1999-09-10,235000,239500,231500,1231084,231500
1999-09-13,240000,251500,236000,1531271,250000
1999-09-14,245000,248500,236000,1096282,237000
1999-09-15,239000,240500,233000,709764,233000
1999-09-16,229000,230000,216500,1127055,218000
1999-09-17,213000,220500,208000,1278055,218500
1999-09-20,219500,224000,217000,657403,221000
1999-09-21,231500,245000,225000,1537767,240000
1999-09-22,240500,251500,235000,1413547,235500
1999-09-27,238000,239500,220000,991991,220000
1999-09-28,221000,225000,215000,857267,217500
1999-09-29,217000,217000,206000,778142,206000
1999-09-30,201000,209000,197000,1652824,197000
1999-10-01,197000,200000,187000,1456916,196500
1999-10-04,198000,202000,190000,800957,190000
1999-10-05,195000,199000,191000,1287987,192000
1999-10-06,195000,213000,193500,1378814,209000
1999-10-07,210000,211500,202000,810365,208000
1999-10-08,204000,204500,198500,834553,200000
1999-10-11,198000,200500,195000,616634,195000
1999-10-12,195000,203500,195000,792332,203500
1999-10-13,200000,209500,199000,650974,208000
1999-10-14,206000,211000,204000,715071,208000
1999-10-15,210000,210500,201500,452595,203500
1999-10-18,195000,199000,192000,603408,193500
1999-10-19,194500,195000,183000,1132368,184000
1999-10-20,186000,188500,180500,957076,182000
1999-10-21,185000,189500,181000,859831,182000
1999-10-22,180000,188500,178500,771183,187000
1999-10-25,185500,186000,179000,561313,179500
1999-10-26,176500,184500,175500,480149,182000
1999-10-27,183000,186000,181000,322966,182500
1999-10-28,186000,194500,184000,807717,194000
1999-10-29,199500,205000,197500,1056907,200000
1999-11-01,210000,214000,205000,613272,208000
1999-11-02,207000,209000,205000,644592,208000
1999-11-03,210000,219000,209000,824916,212000
1999-11-04,218000,222000,215000,647817,219000
1999-11-05,222000,224500,216000,609784,216000
1999-11-08,217000,217500,209500,612169,210000
1999-11-09,211000,223000,208500,947061,221500
1999-11-10,220000,221000,215000,707761,216000
1999-11-11,219500,224000,216000,747622,216500
1999-11-12,222000,237500,221000,1189695,230000
1999-11-15,240000,240000,225500,687524,227000
1999-11-16,225000,235000,223000,737667,235000
1999-11-17,239000,242000,225000,857492,226000
1999-11-18,224000,229000,221000,655310,227500
1999-11-19,231500,236000,227500,682900,232000
1999-11-22,232000,232000,225000,577591,226000
1999-11-23,226000,230000,222000,571893,222000
1999-11-24,223000,227000,220000,501773,226500
1999-11-25,230000,230000,222500,588443,222500
1999-11-26,226000,232500,221000,880319,226000
1999-11-29,230000,238000,226500,747927,238000
1999-11-30,238000,245000,235000,959543,240000
1999-12-01,237500,255000,237000,1436348,255000
1999-12-02,258000,263500,247000,1067394,250000
1999-12-03,253000,260000,251000,892690,256000
1999-12-06,259000,275000,258500,1096821,275000
1999-12-07,275000,280000,271000,907656,278500
1999-12-08,278000,279500,270000,730112,273500
1999-12-09,268000,273000,265500,1092752,270000
1999-12-10,270000,274000,260000,847967,266000
1999-12-13,270000,270000,258000,926917,258000
1999-12-14,258000,263000,253500,792262,255500
1999-12-15,252000,254500,237500,910813,244500
1999-12-16,241500,244500,235500,703962,239000
1999-12-17,242000,249000,237000,1072150,245000
1999-12-20,248000,252000,244000,656436,248500
1999-12-21,250000,268000,245000,967402,252000
1999-12-22,257000,267500,253000,826858,264000
1999-12-23,264000,285000,262000,1057262,279000
1999-12-24,285000,286000,268000,708446,273000
1999-12-27,273000,274500,257000,934057,261000
1999-12-28,260000,278000,252500,1481697,266000
2000-01-04,300000,305500,283000,1483967,305500
2000-01-05,290000,303000,276000,1493604,279000
2000-01-06,287500,289000,279000,1087810,281000
2000-01-07,278000,283500,268000,806195,277000
2000-01-10,280000,288500,279000,937615,288500
2000-01-11,291000,305000,288500,1194974,288500
2000-01-12,280500,287000,280000,584492,286000
2000-01-13,280000,287000,278000,823830,285500
2000-01-14,286000,294000,284000,987576,291500
2000-01-17,300000,309000,296000,1270138,305000
2000-01-18,308000,308000,299000,905231,305000
2000-01-19,300000,302000,298000,804159,298000
2000-01-20,293000,302000,291000,746360,302000
2000-01-21,297500,299000,294000,650728,294000
2000-01-24,290000,295000,285000,687183,285000
2000-01-25,276000,282000,272000,885067,272000
2000-01-26,275000,276000,270500,585734,274000
2000-01-27,274000,281000,271500,558083,276000
2000-01-28,282000,294000,277000,766398,291000
2000-01-31,282000,286500,278000,792689,279000
2000-02-01,280000,284000,263000,1429402,266000
2000-02-02,261000,268500,255500,1282143,262500
2000-02-03,262500,273000,248500,2855355,256500
2000-02-07,257000,266500,252000,1282835,262000
2000-02-08,267000,274000,265500,1169244,271500
2000-02-09,278000,286000,274000,1021023,286000
2000-02-10,283000,294000,280000,1236979,288000
2000-02-11,298000,298000,284000,693257,285000
2000-02-14,280000,283000,267000,882889,269000
2000-02-15,269000,271000,257000,766393,260000
2000-02-16,259000,260000,239000,1462389,250000
2000-02-17,247000,255000,245500,1303738,254000
2000-02-18,268500,281500,258000,2175083,265000
2000-02-21,260000,263000,251500,529722,253500
2000-02-22,250000,262000,250000,483669,256000
2000-02-23,261000,263000,255000,554497,257000
2000-02-24,256000,262000,253000,521526,253500
2000-02-25,254000,257500,249000,557527,256000
2000-02-28,250000,252500,240000,602864,240000
2000-02-29,245000,257000,242000,1036420,256000
2000-03-02,294000,294000,276000,2355092,294000
2000-03-03,310000,312500,294000,2819891,300000
2000-03-06,300000,302500,280000,783020,282000
2000-03-07,280000,282000,274000,601414,281000
2000-03-08,276000,300000,275000,649288,296000
2000-03-09,298500,299000,281000,1117890,281000
2000-03-10,289500,290000,276000,572199,277000
2000-03-13,274000,274500,258000,644358,259000
2000-03-14,258500,269000,258000,601241,260500
2000-03-15,260000,270000,256000,922141,270000
2000-03-16,274000,276000,268000,575981,270000
2000-03-17,277000,278000,270000,481685,274000
2000-03-20,280000,285500,276500,527321,283000
2000-03-21,285000,297000,280500,898587,294000
2000-03-22,298000,315000,294000,1739537,310000
2000-03-23,324000,329000,310000,1299012,310000
2000-03-24,316000,356000,309000,1805280,340000
2000-03-27,348000,352000,335000,1354691,340000
2000-03-28,345000,363000,341000,1488500,351500
2000-03-29,351500,384000,349000,1561874,383000
2000-03-30,376000,378000,352500,1492996,352500
2000-03-31,340000,353500,332500,1277121,335000
2000-04-03,346000,366000,343000,1136142,355000
2000-04-04,350000,364500,333000,1166838,340000
2000-04-06,343000,348000,334000,944729,334000
2000-04-07,343000,363000,339000,847198,360000
2000-04-10,375000,375000,360000,717709,365000
2000-04-11,360000,360000,347500,581565,355000
2000-04-12,348000,351500,343000,705096,345500
2000-04-14,330000,334000,313000,1247397,313000
2000-04-17,271000,287500,267000,1561048,276000
2000-04-18,310000,312000,293000,1474625,302000
2000-04-19,315000,323000,293000,1212342,300000
2000-04-20,298000,308000,296000,746719,301000
2000-04-21,303000,309000,298500,528513,302500
2000-04-24,298500,301500,288000,556613,290000
2000-04-25,281000,288000,276000,698014,282000
2000-04-26,291000,293000,280000,785860,280000
2000-04-27,276000,285000,270000,1082253,270000
2000-04-28,275000,305000,273000,1510624,300000
2000-05-02,310000,326500,306000,1446713,314000
2000-05-03,312000,313000,304500,531786,309000
2000-05-04,311000,318000,307000,522021,309000
2000-05-08,320000,335000,315000,1053944,328000
2000-05-09,325000,327000,317000,1010990,318500
2000-05-10,316000,319500,313500,552476,317500
2000-05-12,321000,322000,308000,943445,308000
2000-05-15,314500,326500,311000,942417,322000
2000-05-16,325500,340000,325500,792495,340000
2000-05-17,350000,367000,346000,1524758,346000
2000-05-18,337000,350000,334000,731638,340000
2000-05-19,337000,345000,330000,829049,345000
2000-05-22,336000,341500,331000,727774,333500
2000-05-23,325000,335000,317500,825886,319000
2000-05-24,308000,318500,296000,1443050,310000
2000-05-25,316500,319000,296500,1719303,300000
2000-05-26,295000,299500,280000,1342077,280000
2000-05-29,263000,284000,262000,1342608,273000
2000-05-30,280000,290000,276000,1299038,290000
2000-05-31,300000,314500,298000,1678705,308000
2000-06-01,310000,320500,306000,1004689,315000
2000-06-02,334500,345000,325500,1687778,331000
2000-06-05,346000,349000,334000,960247,337000
2000-06-07,330000,349000,325500,1067336,340000
2000-06-08,333000,348000,326500,1171017,326500
2000-06-09,330000,352000,326500,1277296,351000
2000-06-12,360000,364000,351500,990305,359500
2000-06-13,353000,355000,343500,849970,353000
2000-06-14,361500,382000,354500,1260474,382000
2000-06-15,378000,378000,350000,1224547,350000
2000-06-16,345000,348000,335500,1329127,337000
2000-06-19,330000,347500,327500,1071256,335000
2000-06-20,347000,359000,341500,1195878,357000
2000-06-21,365000,369000,353500,751795,354000
2000-06-22,362000,363500,348000,672733,352000
2000-06-23,349000,350500,343000,584323,350000
2000-06-26,355000,368000,349500,799690,360500
2000-06-27,366000,372000,359500,910783,365500
2000-06-28,361000,377000,361000,945903,376000
2000-06-29,380000,387000,369000,1222497,374500
2000-06-30,372000,377000,364500,705080,369000
2000-07-03,372000,377500,371000,519515,375000
2000-07-04,380000,381000,367500,656229,367500
2000-07-05,369500,376000,367500,497988,371500
2000-07-06,362000,367500,359000,1206852,365000
2000-07-07,367000,373000,361500,811625,368000
2000-07-10,372000,381500,370500,850172,380000
2000-07-11,379000,387000,372500,698992,372500
2000-07-12,376000,383000,373000,802868,382000
2000-07-13,385000,394000,378500,976116,388000
2000-07-14,389000,392000,377000,608514,377500
2000-07-18,377500,381000,372000,392106,373000
2000-07-19,368000,369500,357000,801065,360000
2000-07-20,353000,355500,342000,806380,345000
2000-07-21,348000,352500,338000,967901,346000
2000-07-24,332000,337000,318000,980364,319000
2000-07-25,315500,320000,306000,1134767,314000
2000-07-26,320000,329000,318000,1094925,327500
2000-07-27,311000,318000,305000,870865,311500
2000-07-28,290000,295500,285500,1660739,286500
2000-07-31,286500,295500,277500,932312,295000
2000-08-01,298000,313500,293500,1062466,311000
2000-08-02,305000,308500,296500,743825,303500
2000-08-03,309000,309000,298500,556342,301500
2000-08-04,296500,300500,292500,472137,296000
2000-08-07,287000,288500,279000,575355,279000
2000-08-08,283000,287500,278500,669550,279000
2000-08-09,284000,302000,284000,791495,300000
2000-08-10,300000,308000,293000,816612,308000
2000-08-11,300000,303500,294000,676890,298000
2000-08-14,303000,308000,300000,474664,301000
2000-08-16,325000,326500,316500,1038360,321000
2000-08-17,324000,328000,317000,726926,322000
2000-08-18,325000,326000,310000,427433,310000
2000-08-21,310000,317000,309500,419000,313500
2000-08-22,313000,323500,312000,554252,323000
2000-08-23,322500,322500,308000,558191,309500
2000-08-24,313000,315000,305000,634031,311000
2000-08-25,309000,320000,305500,439289,320000
2000-08-28,317000,319000,313000,352697,316500
2000-08-29,316000,319000,308000,335311,311000
2000-08-30,307000,309500,301000,474778,301500
2000-08-31,295000,295000,269000,2282425,273500
2000-09-01,277000,280000,271000,999150,277000
2000-09-04,272000,277500,265500,572580,267000
2000-09-05,263000,267000,251500,1595388,257500
2000-09-06,260000,264000,254500,1062450,257500
2000-09-07,247000,249000,238000,1678143,239500
2000-09-08,245000,246500,239500,1143428,244000
2000-09-14,230000,235500,222000,2122625,235500
2000-09-15,225000,231000,215000,1653972,217500
2000-09-18,200500,206000,185000,2926173,198500
2000-09-19,199500,218500,195000,2010503,208000
2000-09-20,230000,233000,223000,2068299,230000
2000-09-21,229500,233000,216000,1308910,220000
2000-09-22,192000,202500,189000,2065320,190000
2000-09-25,194000,205500,192000,1319773,204500
2000-09-26,195000,202000,195000,1168610,200000
2000-09-27,200000,205000,198000,1395909,201500
2000-09-28,205000,209500,201500,1049400,203000
2000-09-29,206000,206000,197000,1150741,202000
2000-10-02,192000,194000,188000,822417,190500
2000-10-04,185000,197500,179500,1652739,194500
2000-10-05,201000,204000,197000,1254995,197000
2000-10-06,190000,195000,188000,1098710,195000
2000-10-09,191000,192000,184000,1263995,184500
2000-10-10,185000,190500,179500,1242900,183000
2000-10-11,172500,173000,160500,2072111,161000
2000-10-12,157000,164000,157000,1590749,157000
2000-10-13,150000,154500,141500,2305962,151500
2000-10-16,165000,169000,156500,2326392,158000
